0, 0.003
4399, 0.063
8798, 0.054
13198, 0.049
17597, 0.055
21997, 0.066
26396, 0.072
30795, 0.076
35195, 0.076
39594, 0.078
43994, 0.086
48393, 0.096
52792, 0.106
57192, 0.119
61591, 0.127
65991, 0.138
70390, 0.152
74789, 0.16
79189, 0.171
83588, 0.187
87988, 0.192
92387, 0.241
96786, 0.28
101186, 0.227
105585, 0.31
109985, 0.251
114384, 0.264
118783, 0.285
123183, 0.291
127582, 0.508
131982, 0.315
136381, 0.342
140780, 0.343
145180, 0.353
149579, 0.597
153979, 0.381
158378, 0.394
162777, 0.406
167177, 0.42
171576, 0.677
175976, 0.447
180375, 0.478
184774, 0.515
189174, 0.548
193573, 0.62
197973, 0.613
202372, 0.64
206771, 0.99
211171, 0.712
215570, 0.711
219970, 0.739
224369, 1.068
228768, 0.775
233168, 0.778
237567, 0.803
241967, 0.805
246366, 0.833
250765, 0.837
255165, 0.864
259564, 0.867
263964, 0.916
268363, 0.901
272762, 0.941
277162, 0.961
281561, 1.366
285961, 1.009
290360, 1.043
294759, 1.032
299159, 1.007
303558, 1.061
307958, 1.029
312357, 1.089
316756, 1.449
321156, 1.116
325555, 1.081
329955, 1.153
334354, 1.135
338753, 1.179
343153, 1.208
347552, 1.191
351952, 1.233
356351, 1.217
360750, 1.265
365150, 1.249
369549, 1.301
373949, 1.33
378348, 1.487
382747, 1.365
387147, 1.547
391546, 1.409
395946, 1.379
400345, 1.432
404744, 2.091
409144, 1.464
413543, 1.44
417943, 1.513
422342, 1.483
426741, 1.549
431141, 1.573
435540, 1.596
